"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_Ability_dawnbreaker_luminosity_lua_Description"				"After a number of attacks, Dawnbreaker powers up, charging her next attack with a critical hit that heals all allied heroes within %heal_radius% units around her for a portion of attack damage dealt. Creeps and neutral enemies provide less healing. Allies are healed for %allied_healing_pct%%% of the amount."
		"DOTA_Tooltip_ability_dawnbreaker_luminosity_lua_Note0"							"Luminosity Heal is considered a lifesteal and increased by sources of Lifesteal Amplification."
		"DOTA_Tooltip_Ability_dawnbreaker_luminosity_lua_bonus_damage"				"%CRITICAL STRIKE DAMAGE:"
		"DOTA_Tooltip_Ability_dawnbreaker_luminosity_lua_heal_pct"					"%HEALING FROM HEROES:"
		"DOTA_Tooltip_Ability_dawnbreaker_luminosity_lua_heal_from_creeps"			"%CREEP HEAL PENALTY:"
		"DOTA_Tooltip_Ability_dawnbreaker_luminosity_lua_attack_count"				"ATTACKS REQUIRED:"
		"DOTA_Tooltip_modifier_dawnbreaker_luminosity_lua"								"Luminosity"
		"DOTA_Tooltip_modifier_dawnbreaker_luminosity_lua_Description"								"Powering up with Luminosity"
		
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua"						"Empowering Haste"
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua_Lore"					"Aspiring heroes gain speed and power from simply observing the Spirit Breaker's dominance on the battle field."
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua_Description"			"Increases Spirit Breaker's attack damage based on his movement speed. He permanently gains movement speed whenever a target dies from his attacks. Spirit Breaker can break the movement speed limit. Empowering Haste will be stackable each time you learn. <br><br>Base Movement Speed is not calculated. <br> If the current Movement Speed is lower than Base Movement Speed, there will be no bonus attack damage from Empowering Haste."
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua_movespeed_damage_pct"	"%MOVEMENT SPEED AS DAMAGE:"
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua_bonus_movespeed_per_kill"	"Movement Speed by Killing Heroes:"
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua_bonus_movespeed_per_kill_creep"			"Movement Speed by Killing Creeps:"
		"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_lua_basic_stack"              "Increase stacks each time you learn:"
		"DOTA_Tooltip_modifier_spirit_breaker_empowering_haste_lua"							"Empowering Haste"
		"DOTA_Tooltip_modifier_spirit_breaker_empowering_haste_lua_Description"				"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%"
		
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_lua"					"Geminate Attack [Frosthaven]"
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_lua_Description"		"Allows Weaver to dispatch two attacks at once.<font color='#70EA72'>The second attack targets several enemies, as well as Weaver's primary target.</font>"
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_lua_Lore"			"Skitskurr's relationship with time is somewhat variable, causing his actions to be witnessed - and felt - more than once."
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_lua_Note0"			"The second attack leaves Weaver 0.25 seconds after the first, and has no range limit."
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_lua_tooltip_attack"	"GEMINATE ATTACK COUNT:"
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_lua_arrow_count"		"<font color='#70EA72'>BONUS TARGETS:</font>:"
		
		"DOTA_Tooltip_ability_faceless_void_time_lock_lua"									"Time Lock"
		"DOTA_Tooltip_ability_faceless_void_time_lock_lua_Description"						"Adds the chance for an attack to lock an enemy unit in time while attacking it a second time."
		"DOTA_Tooltip_ability_faceless_void_time_lock_lua_Lore"								"The strike of the Faceless Void lands with dimension shifting force."
		"DOTA_Tooltip_ability_faceless_void_time_lock_lua_chance_pct"						"%CHANCE:"
		"DOTA_Tooltip_ability_faceless_void_time_lock_lua_duration"							"DURATION:"
		"DOTA_Tooltip_ability_faceless_void_time_lock_lua_bonus_damage"						"BONUS DAMAGE:"
		"DOTA_Tooltip_modifier_faceless_void_time_lock_lua_stun"					"Time Lock"
		"DOTA_Tooltip_modifier_faceless_void_time_lock_lua_stun_Description"		"You have been locked in time by Faceless Void!"
		
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_9"	"Launch Magic Missile every 8 attacks"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_9_Description"	"Stun duration is reduced to 60%"
		"DOTA_Tooltip_modifier_vengefulspirit_magic_missile_lua"							"Magic Missile"
		"DOTA_Tooltip_modifier_vengefulspirit_magic_missile_lua_Description"				"Launch Magic Missile every 8 attacks"
		
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua"									"Reaper's Scythe"
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_Description"						"Stuns the target, then deals damage based on how much life it is missing. If Necrophos kills an hero this way, he'll permanently gain Health and Mana Regen. If Reaper's Scythe kills the target, for every 1%% health the target remain, %cd_back%%% of Reaper's Scythe cooldown is reduced and %mana_back%%% of its mana cost is refunded."
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_Lore"							"The amount of death and suffering in the air increases the power of Necrophos's plague magic."
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_Note0"							"Damage is dealt at the end of the stun."
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_damage_per_health"				"DAMAGE PER MISSING HP:"
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_stun_duration"					"STUN DURATION:"
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_hp_per_kill"						"HP REGEN:"
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_mana_per_kill"					"MANA REGEN:"
		"DOTA_Tooltip_ability_necrolyte_reapers_scythe_lua_abilitycastrange"				"CAST RANGE:"
		
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion_lua"					"Shield of the Scion"
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion_lua_Description"		"Every time Skywrath Mage deals magic damage to an enemy with an ability, he gains a buff that grants bonus Intelligence and Armor. Each charge stacks independently. Shield of the Scion only goes on cooldown every %stack_to_cooldown% triggers."
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion_lua_stack_duration"			"STACK DURATION:"
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion_lua_bonus_intelligence"		"BONUS INTELLIGENCE:"
		"DOTA_Tooltip_ability_skywrath_mage_shield_of_the_scion_lua_bonus_armor"			"BONUS ARMOR:"
		
		"DOTA_Tooltip_modifier_skywrath_mage_shield_of_the_scion_lua_buff"	"Shield of the Scion"
		"DOTA_Tooltip_modifier_skywrath_mage_shield_of_the_scion_lua_buff_Description"	"Gaining %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% Intelligence and %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS2% Armor."
		
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua"								"Rip Tide"
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua_Description"					"Every %hits% attack from naga and allies within a radius of %aura_radius%, the Naga Siren and her allies will hit all nearby units with a damaging wave of water that lowers armor for %duration% seconds."
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua_Lore"							"A torrent from the Deep Ones crushes the defenses of the Siren's enemies."
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua_armor_reduction"				"ARMOR REDUCTION:"
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua_damage"						"DAMAGE:"
		"DOTA_Tooltip_ability_naga_siren_rip_tide_lua_duration"						"DURATION:"		
		"DOTA_Tooltip_modifier_naga_siren_rip_tide_lua_debuff"						"Rip Tide"
		"DOTA_Tooltip_modifier_naga_siren_rip_tide_lua_debuff_Description"			"Armor lowered by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."		
		"DOTA_Tooltip_modifier_naga_siren_rip_tide_lua"								"Rip Tide"
		"DOTA_Tooltip_modifier_naga_siren_rip_tide_lua_effect"						"Rip Tide"
		
		"DOTA_Tooltip_ability_enraged_wildkin_hurricane_lua"										"Hurricane"
		"DOTA_Tooltip_ability_enraged_wildkin_hurricane_lua_Description"							"The Wildwing Ripper calls on the spirit of the wind, creating a hurricane that can push the target towards itself. "
		"DOTA_Tooltip_ability_enraged_wildkin_hurricane_lua_distance"								"DISTANCE PUSHED:"
		"DOTA_Tooltip_modifier_enraged_wildkin_hurricane_lua"										"Hurricane"
		"DOTA_Tooltip_modifier_enraged_wildkin_hurricane_lua_Description"							"Being pushed by a hurricane."
		
		"DOTA_Tooltip_ability_neutral_upgrade_lua"										"Evolution"
		"DOTA_Tooltip_ability_neutral_upgrade_lua_Description"							"The ability of the neutral creature will be enchanted after each round. \n Attack Speed increases by %attack_speed%\n Armor increases by %bonus_armor%, up to a maximum of %max_bonus_armor%.\n Magic Resistance increased by %bonus_magical_resistance%%%, up to a maximum of %max_bonus_magical_resistance%%% \n Base Attack Interval Time decreases by %base_attack_time_reduction%, down to a minimum of %min_base_attack_time_reduction%"
		"DOTA_Tooltip_modifier_neutral_upgrade_lua"										"Evolution"
		"DOTA_Tooltip_modifier_neutral_upgrade_lua_Description"							"This neutral creature is enchanted!"

		//english/addon_english_origin.txt
		
		//UI
		"LimitedMode" 	"Halloween Game"
		"DOTA_GoodGuys"	"Teal Tiger"
		"DOTA_BadGuys"	"Yellow Monkey"
		"DOTA_Custom1"	"Pink Dragon"
		"DOTA_Custom2"	"Orange Dog"
		"DOTA_Custom3"	"Blue Rooster"
		"DOTA_Custom4"	"Green Ram"
		"DOTA_Custom5"	"Brown Rat"
		"DOTA_Custom6"	"Cyan Boar"
		"DOTA_Custom7"	"Olive Snake"
		"DOTA_Custom8"	"Purple Horse"
		
		"Close""Close"
		"Draw1""Treasure Ⅰ("
		"Draw2""Treasure Ⅱ("
		"Draw3""Treasure Ⅲ("
		"Draw4""Treasure Ⅳ("
		"ExchangeKey"	"Exchange Code"
		"Equip""Equip"
		"Remove"		"Remove"
		"InvalideTaobaoCode"		"Invalide Taobao Code"
		"TaobaoCodeOccupied"		"Taobao Code is Occupied"
		"TaobaoCodeSuccess""Congratulation, Joker coin +"
		"ClickPlusForCode""Click Plus-Icon in left to buy code"
		"rarity_normal"	"Normal"
		"rarity_rare"	"Rare"
		"rarity_mythical""Mythical"
		"rarity_immortal""Immortal"
		"rarity_limited""Limited"
		
		"CongratulationNewItem"		"You earn a new item"
		"RefundItem"	"Duplicate, Auto Decomposite into Fragment:"
		"Confirm"		"Confirm"
		"Cooldown"		"Cooldown:"
		"ChatWheelClose""Close(F6)"
		"TauntClose"	"Close(F7)"
		"Particle"		"Particle"
		"KillEffect"	"Kill Effect (Taunt)"
		"KillSound"		"Kill Sound (Voice Wheel)"
		"Barrage"		"Barrage Effect"
		"Wearable"		"Wearable(Two Piece Max)"
		
		"WorldRank"		"World Rank"
		"CurrentSeason"	"{s:year} Season {d:season}"
		"PveMode"		"PVE Mode"
		"SoloMode"		"FFA Mode"
		"Inventory"		"Inventory"
		"addon_game_name""Custom Hero Chaos"
		"CardSelection_Close"		"Discard"
		"CardSelection_Close_Description"		"Fight with current hero."
		"AbilitySelection_Close"	"Discard"
		"AbilitySelection_Close_Description"	"Learn a total random ability."
		"AbilitySelection_Hide"		"Hide"
		"AbilitySelection_Hide_Description"		"Hide page and check later."
		"AbilitySelectorTitle_1"	"Please choose No."
		"AbilitySelectorTitle_2"	"ability"
		
		"LoadingTip_1"		"You can check Equipment from Inventory(Top-Left Menu)."
		"LoadingTip_2"		"End Game will reward player who vanquish 30 round in Single-Player Mode or top-5 in Multiplayer-Mode.(30 max per joker coin one day)"
		"LoadingTip_3"		"Ranks will be settled on the last day of month, top-200 player will be granted joker coins."
		"LoadingTip_4"		"You can locate camera on hero by duoble click any hero icon."
		"LoadingTip_5"		"When round time expired, player with higher HP percentage will win."
		"LoadingTip_6"		"If one player win a Duel, but no other bet on him, he will win Jackpot."
		"LoadingTip_7"		"Some creature will get true sight from Round 15"
		"LoadingTip_8"		"Kaya can be upgraded to Sky Staff."
		"LoadingTip_9"		"You can buy attribute book from shop, if you have too much gold to spend."
		"LoadingTip_10"		"If you want to hide some ability from other player, you can record it in Spell Book."
		"LoadingTip_11"		"At rounds 10,20,30 the bottom 3 networth players are given Retraining items."
		"LoadingTip_12"		"When the round timer expires neutrals will rapidly gain damage, status resistance, and move/attack speed, while also stripping your armour."
		"LoadingTip_13"		"You can mark a player as actor(who throw a dual), by Alt+Click hero Icon."
		"LoadingTip_14"		"You can use Setting Page(F9) to reorder abilities."
		"LoadingTip_15"		"If abilities miss hotkey, buy an Empty Spell Book to fix."
		"LoadingTip_16"		"In Single-Team Game(PVE), you can use code -suicide to end game."
		"LoadingTip_17"		"In Single-Team Game(PVE), PASS member can freely choose hero."
		"LoadingTip_18"		"If player early leave Rate >20%, player will be marked as Early Leaver. Early Leaver. will not get any Free Join Coin. Until the end of Season or early leave Rate <20%."
		"LoadingTip_19"		"If player early leave game, player can't get Joker Coin nor increase MMR at the end of game.（Still can lose MMR）"
		"LoadingTip_20"		"Helm of Dominator can be upgraded to Mask of Dominator, which can increase summoned creeps health and damage."
		"LoadingTip_21"		"Hero who join duel will get free bet on self. Duel winner will get extra dividends."
		
		"MaxRound"	"Max Round"
		"TimeCost"	"Time Cost"
		"Score"		"Rank Score"
		"money_tip_message"		"You can earn maximum 30 token everyday. (First +30, Second +24 ....)"
		"taunt_cooldown_note"	"Each taunt item can reduce 1s max cooldown."
		"chat_wheel_cooldown_note"	"Each wheel item can reduce 1s max cooldown."
		"chat_wheel_empty_note"		"Fristly draw chat item from Inventory."
		"taunt_empty_note""Fristly draw taunt item from Inventory."
		"econ_unknow"	"Unkonw"
		"econ_douyu_1"	"Douyu 1"
		"econ_douyu_2"	"Douyu 2"
		"econ_douyu_3"	"Douyu 3"
		"econ_green"	"Green Ambient"
		"econ_lava_trail""Lava Trail"
		"econ_paltinum_baby_roshan"	"Paltinum"
		"econ_legion_wings""Legion Wings"
		"econ_legion_wings_vip"		"Legion Wings·Golden"
		"econ_legion_wings_pink"	"Legion Pink"
		"econ_darkmoon"	"Dark Moon"
		"econ_sf_wings"	"Fiend Wings"
		"econ_sakura_trail""Sakura Trail"
		"econ_huaji"	"Joke"
		"econ_jibururen_mark"		"Ji Bu Ru Ren"
		"econ_question_mark"		"Question Mark"
		"econ_bai_tuo_shei_qu"		"Bai Tuo Shei Qu"
		"econ_duiyou_ne""Dui You Ne"
		"econ_ni_qi_bu_qi""Ni Qi Bu Qi"
		"econ_liu_liu_liu""Zhe Bo Bu kui"
		"econ_ta_daaaa"	"Lakad Matataaaag"
		"econ_zou_hao_bu_song"		"Zou Hao Bu Song"
		"econ_zai_jian_le_bao_bei"	"Zai Jian Le Bao Bei"
		"econ_gan_ma_ne_xiong_di"	"Gan Ma Ne Xiong Di"
		"econ_lian_dou_xiu_wai_la"	"Lian Dou Xiu Wai"
		"econ_piao_liang""Piao Liang"
		"econ_oyoy"		"Oyoy oy oy"
		"econ_next_level_play"		"Next level play"
		"econ_ceb"		"Echo Slama Jama"
		"econ_ding_ding_ding"		"Ding Ding Ding"
		
		"chat_wheel_full_bai_tuo_shei_qu""拜托谁去杀了他吧"
		"chat_wheel_full_duiyou_ne""啊，队友呢？队友呢？队友呢？！ 队友呢？！？！"
		"chat_wheel_full_ni_qi_bu_qi""你气不气?"
		"chat_wheel_full_liu_liu_liu""这波不亏, 666"
		"chat_wheel_full_ta_daaaa""Lakad Matataaaag! Normalin Normalin."
		"chat_wheel_full_zou_hao_bu_song""走好，不送"
		"chat_wheel_full_zai_jian_le_bao_bei""再见了宝贝儿！"
		"chat_wheel_full_gan_ma_ne_xiong_di""干嘛呢兄弟"
		"chat_wheel_full_lian_dou_xiu_wai_la""脸都秀歪啦"
		"chat_wheel_full_wan_bu_liao_la""玩不了啦！"
		"chat_wheel_full_gao_fu_shuai""这就是高富帅啊"
		"chat_wheel_full_piao_liang""漂~ 亮！"
		"chat_wheel_full_oyoy""Oyoy oy oy, oy, oy, oy, oy, oy!"
		"chat_wheel_full_next_level_play""The next level play!"
		"chat_wheel_full_ceb""Echo Slama Jama!"
		"chat_wheel_full_ding_ding_ding""Ding Ding Ding Mother******"
		
		"econ_ethereal_flame_white""White Ethereal Flame"
		"econ_ethereal_flame_golden"		"Golden Ethereal Flame"
		"econ_ethereal_flame_pink""Pink Ethereal Flame"
		"econ_golden_ti7"		"TI7 Golden"
		"econ_rich"	"Wu Ke Di Guo"
		"econ_wan_bu_liao_la"	"Wan Bu Liao La"
		"econ_gao_fu_shuai"		"Gao Fu Shuai"
		"econ_water_curtain"	"Necro Curtain"
		"econ_rainbow_tail"		"Glory"
		"econ_sand"	"Sand Dust"
		"econ_frost""Frost Breath"
		"econ_orbit""Orbit"
		"econ_spark_ti6"		"TI6 Spark"
		"econ_golden_lotus"		"Golden Lotus"
		"econ_rainbow""Fish Fly"
		"econ_diretide""Barrage·Dire Tide"
		"econ_new_bloom"		"Barrage·New Bloom"
		"econ_planet_fall"		"Barrage·Planet Fall"
		"econ_flockheart_gamble""Barrage·Flockheart's Gamble"
		"econ_rain_bow_barrage"	"Barrage·Rainbow"
		"econ_neon"	"Barrage·Neon"
		"econ_rubick_key"		"Barrage·Rubick"
		"econ_frostivus_2019"	"Barrage·2019 Frostivus"
		"econ_wudizhansha"		"Juggernaut"
		"econ_miedi""Mega Kill"
		
		//Creature
		"npc_dota_fountain_health""Fountain of Heal"
		"npc_dota_fountain_mana""Fountain of Mana"
		"npc_dota_creep_goodguys""Melee Creep"
		"npc_dota_creep_goodguys_upgraded""Melee Creep"
		"npc_dota_creep_badguys""Melee Creep"
		"npc_dota_creep_badguys_upgraded""Melee Creep"
		"round_prepare""Prepare for Round {s:value} {s:value_2}"
		"round_progress""Round Progress"
		"round_time_limit""Round {s:value}Time Remaining"
		"round_time_expire""Time Expired"
		
		"player_finish""finished the round"
		"hero_level""Level"
		"you""(You)"
		"input_gold_value""Input bet gold..."
		"bet_max_gold""Must smaller than 50% gold"
		"bet_must_positive_integer""Must Input positive integer"
		"confirm""Confirm"
		"total""Total"
		"is_bet""is bet on"
		"bet_bonus""win bet and earn:"
		"pvp_earn_bonus""win duel and get reward:"
		"bet_jackpot""win Jackpot!!!!"
		"bet_rank""Total Pool:"
		"team_lose""lose game"
